체장(mm),체중(g),개별 사료 급이량(g),7일 후 체장(mm),7일 후 체중(g)
388.0232558139535,542.7674418604652,28.67109634551495,394.12790697674416,562.2209302325582
388.8953488372093,545.546511627907,28.837209302325583,395.0,565.0
389.7674418604651,548.3255813953489,29.003322259136212,395.5681818181818,567.8636363636364
390.6395348837209,551.1046511627907,29.169435215946844,396.1363636363636,570.7272727272727
391.51162790697674,553.8837209302326,29.335548172757477,396.70454545454544,573.5909090909091
392.3837209302326,556.6627906976744,29.501661129568106,397.27272727272725,576.4545454545455
393.25581395348837,559.4418604651163,29.667774086378735,397.84090909090907,579.3181818181819
394.12790697674416,562.2209302325582,29.833887043189367,398.40909090909093,582.1818181818181
395.0,565.0,30.0,398.97727272727275,585.0454545454545
395.5681818181818,567.8636363636364,30.056818181818183,399.54545454545456,587.9090909090909
